Word,Label
nâng_cấp_nhẹ,6
rất_ít_sự_khác_biệt,2
không_có_sự_khác_biệt_gì_quá_nhiều,2
giữ_nguyên,2
khó_để_nhận_ra_sự_khác_biệt,2
không_có_quá_nhiều_sự_khác_biệt,2
tốt_hơn,6
mạnh_mẽ_bật_nhất_hiện_nay,3
cao_hơn,6,7
hơi_thấp_một_chút,7
cao_hơn_rất_nhiều,6
dung_lượng_khá_khiêm_tốn,7
hầu_như_không_nhận_được_nâng_cấp_nào_về_phần_cứng,2
hoàn_toàn_vượt_trội,6
nhỏ_nhất,4,5
khá_hơn,6
tuyệt_vời_nhất_trên_thị_trường,3
hiếm_có_chiếc_điện_thoại_nào_trên_thị_trường_có_thể_làm_được,1
lớn_nhất_trong_Galaxy_S20_Series_vừa_ra_mắt,5
nâng_cao_hơn,6
đầm_tay_hơn,6
đẹp_nhất_hiện_nay,3
giảm_bớt,8
đỡ_bị_cảm_ứng_nhầm_hơn_rất_nhiều,6
mạnh_mẽ_nhất_của_Samsung,3
lớn_hơn,6
nhiều_tính_năng_vượt_trội_hơn,6
rẻ_hơn,6
nổi_bật_nhất_trong_dòng_Galaxy_A,3
không_có_sự_khác_biệt_lớn,2
mỏng_nhẹ_hơn,6
nhiều_hơn,6
Đều_được_sử_dụng,2
sắc_nét_hơn,6
tương_tự,2
đều_sở_hữu,2
khác_biệt,1
hiện_đại_hơn,6
đều_sử_dụng,2
đều_có,2
tương_tự_nhau,2
thấp_hơn,7
giống_như,2
nhỏ_gọn_hơn,6,8
đáng_sở_hữu_nhất,3
đáng_sở_hữu_nhất_trong_năm_2020,3
đáng_để_lựa_chọn_nhất,3
đều_là_những_chiếc_smartphone_trang_bị_camera_tốt_nhất_hiện_nay,2
ngang_ngửa,2
tương_đối_tốt_ở_cả_hai_máy,2
giữ_màu_tốt_hơn,6
hơn_một_chút,6
sấp_sỉ_nhau,2
nhỉnh_hơn_một_chút,6
tương_đối_giống_nhau,2
cùng_trọng_lượng_với_nhau,2
nặng_nhất,3
nặng_hơn,6,7,8
đều_được_làm_bằng,2
đều_được_trang_bị,2
Không_có_sự_thay_đổi_lớn,2
có_phần_trội_hơn,6
gấp_đôi,6
Không_có_sự_thay_đổi,2
đều_được_nâng_cấp_với_chip_xử_lý_A13_Bionic,2
nhanh_hơn_30%,6
sự_thay_đổi_đáng_kể,1
nâng_cấp_nhiều_hơn_nữa,6
nâng_cấp_chất_lượng_pin_hơn,6
đều_trang_bị,2
được_giữ_nguyên,2
rộng_hơn,6,8
cao_cấp_nhất_của_Samsung,3
như,2
nhiều_chức_năng_thực_dụng_hơn,6
tương_đương,2
tốt_nhất_hiện_nay,3
tốt_hơn_nhiều,6
có_lợi_thế,6
có_một_khoảng_cách,1
đều_có_thể,2
lợi_thế_hơn,6
nhỏ_hơn,6,7
lâu_hơn,6
trên_kèo,6
tốt_nhất,3
khả_năng_chụp_ảnh_tốt_nhất,3
vượt_trội_hơn_hẳn,6
vượt_trội_hơn,6
đẹp_nhất_thời_điểm_hiện_tại,3
lớn_nhất_từ_trước_đến_nay,5
đẹp_nhất_hiện_tại,3
tốt_nhất_của_DisplayMate,3
lớn_hơn,6
dung_lượng_lớn_hơn,6
khác_biệt_rõ_ràng,1
có_sự_thống_nhất_với_nhau,2
tương_đương_nhau,2
đều_mang_đến,2
"nhẹ_,_hẹp_và_ngắn_hơn",6
tỏa_sáng_hơn,6
chi_tiết_hơn_nhiều,6
tốt_hơn,6
thấp_hơn,7
lợi_thế,6
đều_được_trang_bị,2
chiếm_ưu_thế,6
tiết_kiệm_so_với,6
đều_được_tran_bị,2
đều_được_sử_dụng_chip_Snapdragon_8_Gen_2_mới_nhất_của_Qualcomm_với_các_lõi_được_ép_xung,2
không_giống_như,1
đánh_bại,6
nhỏ_và_độ_phân_giải_thấp_hơn,7
chậm_hơn_10_-_20%,7
mát_hơn,6
ổn_định_hơn,6
Chiến_thắng,6
chi_tiết_hơn,6
ấm_hơn,6
thu_hút_hơn,6
lợi_thế,6
được_đánh_giá_cao_hơn,6
được_nâng_cấp,6
đều_được_hỗ_trợ,2
tiết_kiệm_hơn,6
tăng_20%,6
nhiều_lợi_ích_hơn,6
mạnh_mẽ_nhất_trên_điện_thoại_hiện_đại,3
tiên_tiến_nhất,3
"bỏ_xa_mọi_Android_hoặc_iPhone_,_bao_gồm_cả_Galaxy_S23_+",6
sáng_hơn,6,8
linh_hoạt_hơn_nhiều,6
Đều_là_những_chiếc_smartphone_dành_cho_người_dùng_trẻ,2
đều_cho,2
thiếu,1
"""_nhỉnh_""_hơn",6
như_nhau,2
đều_mang_trên_mình,2
đều_rất_phù_hợp,2
Sự_chênh_lệch_về_các_thông_số_khác_như_camera_cũng_không_đáng_kể,2
tốt_và_ổn_định_nhất_nhì_trong_thế_giới_smartphone,3
cải_thiện_rất_nhiều,6
ổn_hơn_trong_điều_kiện_thiếu_sáng,6
thua_thiệt_khá_nhiều,7
đều_hỗ_trợ,2
gần_như_là_“_bá_đạo_”_nhất,3
có_phần_yếu_thế_hơn,7
chất_lượng_tổng_thể_tốt_và_ổn_định_nhất,3
tốt_và_ổn_định_nhất,3
đồng_hạng_nhất,2
đứng_vị_trí_cuối_cùng,4
tốt_số_1_trong_thế_giới_smartphone_hiện_nay,3
đều_đã_có,2
bán_chạy_nhất_thế_giới_quý_1_/_2020,3
mỏng_nhẹ_thuộc_hàng_top_trong_phân_khúc,3
gần_tương_đương,2
cao_cấp_hơn,6
Khác_biệt,1
có,2
tốt_hơn_một_chút,6
không_chênh_lệch_nhiều,2
độ_phân_giải_cao_hơn,6
rực_rỡ_và_sắc_nét_hơn,6
vượt_trội_hơn_rất_nhiều,6
độ_phân_giải_cao_hơn_khá_nhiều,6
chi_tiết,6
bắt_mắt_hơn,6
cao_hơn_khá_nhiều,6
đáng_lựa_chọn_hơn,6
cùng_có_tấm_nền_Super_AMOLED_Full_HD_+,2
kích_thước_chênh_lệch_rất_ít,2
không_khác_nhau_nhiều,2
nhỉnh_hơn_nhưng_không_nhiều,2
đều_có_thiết_lập,2
chân_thực_hơn,6
độ_tương_phản_cao_hơn,6
đều_là_flagship_Android,2
hàng_đầu,3
ngang,2
sánh_ngang,2
đánh_bại,6
mạnh_mẽ_nhất_trong_thời_gian_gần_đây,3
nhỏ_gọn_hơn,8
hoàn_toàn_ngang_bằng,2
đều_mang_đến,2
chất_liệu_kính_giống,2
bền_hơn_nhiều,6
đều_tích_hợp,2
lớn_và_nặng_hơn,8
ngược_lại,1
dễ_thao_tác_hơn,6
nhẹ_hơn_một_chút,6
khác_biệt_dễ_nhận_thấy,1
lớn_hơn_đáng_kể,6
đều_dựa_vào_máy_quét_dấu_vân_tay_dưới_màn_hình,2
tốt_như_nhau,2
không_thấy_sự_chênh_lệch_đáng_kể,2
đều_được_cung_cấp,2
sự_khác_biệt_về_hiệu_suất_thực_tế_là_không_đáng_kể,2
có_cùng,2
đều_đi_kèm_với_Android,2
hoạt_động_tốt_hơn,6
tối_hơn,8
sống_động_hơn,6
kém_hơn_nữa,7
kém_hơn,7
thiếu_chi_tiết,7
không_sáng_bằng,7
không_hoàn_toàn_ngang_bằng,1
chi_tiết_tốt_hơn,6
nổi_bật_hơn,6
không_có_nhiều_chênh_lệch_đáng_kể,2
gần_như_ngang_nhau_khi_duyệt_web,2
chiếm_lợi_thế_hơn,6
nhanh_hơn_rất_nhiều,6
cũng_hỗ_trợ,2
vượt_trội,6
gần_như_giống_y,2
dễ_dàng_hơn,6
tốt_nhất_trong_phân_khúc_giá_bán,3
trông_hơi_“_giá_rẻ_”,7
mạnh_m_ẽ_hàng_đầu_trong_phân_khúc_tầm_trung_–_giá_rẻ_trên_thi_trường_hiện_nay,3
thuộc_hàng_rất_tốt,6
thuộc_hàng_tốt_nhất,3
tốt_nhất_từ_trước_đến_nay,3
trung_thực_hơn,6
không_có_tính_năng_tương_tự,1
đều_sẽ_sở_hữu,2
được_đánh_giá_cao_hơn,6
độ_phân_giải_cao,6
chi_tiết_hơn,6
cao,6
hơn,6,7
có_thêm_những_cải_tiến,6
nhẹ_hơn,6
sự_khác_nhau,1
gần_giống,2
đều_có_thể_làm_bạn_hài_lòng,2
có_phần_hiện_đại_hơn,6
nổi_bật_hơn,6
gần_như_ngang_bằng_nhau,2
khác_nhau,1
cao_cấp_nhất_năm_2018,3
độc_lạ_và_dễ_nổi_bật_hơn,6
sự_khác_biệt_rõ_ràng_nhất,1
nhỏ_hơn_đôi_chút,7
sắc_nét_và_chi_tiết_hơn,6
không_thể_bằng_được,7
không_có,1
chút_lợi_thế_hơn,6
gần_bằng_nhau,2
mắc_hơn_1_chút,7
tốt_nhất_có_thể_hiện_nay,3
mới_nhất_của_Qualcomm,3
hợp_lý_hơn,6
tốt_nhất_trên_thị_trường,3,2
mới_nhất,3
hoàn_toàn_áp_đảo,6
rực_rỡ_hơn,6
khiêm_tốn_hơn,7
mạnh_mẽ_ngang,2
rẻ_hơn_rất_nhiều,6
gọn_gàng_hơn,6
đáng_kể_so_với,6
độc_đáo_hơn,8
chủ_đạo_hơn,6
dễ_cầm_hơn,6
cao_rất_nhiều,7
mới_hơn,6
một_trong_những_điện_thoại_tốt_nhất,3
hàng_đầu_của_Samsung_ở_thời_điểm_hiện_tại,3
mức_giá_khá_cao,2
có_phần_ngắn_và_hẹp_hơn,7
khá_dày_và_cồng_kềnh_hơn,7
chiến_thắng,6
Ưu_điểm_lớn_nhất,6
không_lớn_hơn_nhiều,2
lớn_hơn_nhiều,6
sáng_hơn,6
lợi_thế_hơn_một_chút,6
linh_hoạt_hơn,6
Lớn_hơn_khá_nhiều,6
không_thể_so_với,7
Nhiều_chi_tiết_và_dải_động_tốt_hơn,6
chân_thật_hơn,6
màu_sắc_chân_thật_hơn,6
mượt_mà_hơn,6
vượt_trội_hơn,6
vượt_qua,6
"mạnh_mẽ_,_ổn_định_nhất_của_Qualcomm_ở_thời_điểm_hiện_tại",3
ngang_bằng,2
hiệu_quả_hơn,6
tăng,6
nhanh_hơn,6
đều_là_những_chiến_binh_tầm_trung_trong_nửa_đầu_năm_2021,2
“_nhỉnh_”_hơn,6
hợp_xu_hướng_hơn,6
không_sự_khác_biệt,2
cùng,2
khá_tương_đồng,2
có_lợi_thế_về_lâu_dài_hơn,6
hơn_hẳn,6,8
đều_là_sản_phẩm_ấn_tượng_trong_phân_khúc_của_chính_nó,2
đều_được_hoàn_thiện_nguyên_khối_với_vỏ_nhựa_cứng_cao_cấp,2
rõ_nét_hơn,6
to_hơn,8,6
không_chênh_lệch_mấy,2
có_sự_khác_biệt,1
chưa_thực_sự_vượt_mặt_được,7
nhỉnh_hơn,6
nhỉnh_hơn_về_chất_lượng,6
đều_được_trang_bị_viên_pin_có_dung_lượng_khá_lớn_là_5000_mAh,2
cao_nhất_được_Samsung_trang_bị_cho_những_dòng_máy_giá_rẻ_đến_tầm_trung,3
đều_ở_mức_ngang_nhau,2
không_có_nhiều_sự_khác_biệt,2,1
mang_nhiều_nâng_cấp,6
nhiều_ưu_điểm_hơn,6
chi_tiết_sắc_nét_hơn,6
không_có_sự_khác_biệt_nhiều,2
hot_nhất,3
vuông_vắn_hơn,8
mỏng_hơn_đáng_kể,6
mỏng_hơn,6
đều_được_xây_dựng_trên_quy_trình_sản_xuất_5nm,2
đều_cung_cấp_cùng,2
nhiều_RAM_hơn,6
giành_phần_thắng,6
công_suất_20W_cao_hơn,6
đều_sử_dụng_cảm_biến_rộng_và_tele,2
đều_có_cùng,2
đắt_hơn_khoảng_$100,6
khác_biệt,1
tương_tự_như,2
đều_khiến_người_dùng_hài_lòng,2
cao_cấp_nhất_hiện_nay,3
đều_được_hoàn_thiện_từ,2
mạnh_nhất_hiện_nay,3
đều_có_thể,2
không_hề_kém_cạnh,2
không_có_nhiều_sự_chênh_lệch,2
tốt_nhất_hiện_nay,3
thú_vị_nhất,3
chiến_thắng,6
đều_chạy_hệ_điều_hành_Android_10,2
tốt_nhất_trong_bộ_ba_điện_thoại_ngày_hôm_nay,6
ngắn_nhất,4
cũng_thú_vị_như,2
nhanh_gọn_hơn,6
một_trong_những_điểm_khác_biệt_dễ_thấy_nhất,1
sự_khác_biệt_đáng_kể,1
mạnh_mẽ_và_vượt_trội_hơn,6
đều_giống_nhau,2
nhiều_điểm_tương_đồng,2
không_có_sự_khác_biệt_quá_lớn,2
khó_lòng_sánh_được,7
mạnh_nhất_hiện_tại,3
không_bằng,7
gần_như_không_đáng_kể,2
gần_như_là_giống_nhau_hoàn_toàn,2
bỏ_xa,6
không_bị_đẩy_gắt,6
cũng_khá_giống,2
hơi_lạ,1
không_nhỏ_như,7
không_có_nhô_ra_quá_nhiều_như,6
đều_được_tích_hợp_trên_khung_máy_này,2
hơi_dịch_lên_phía_trên_một_chút,1
thua_kém,7
không_thể_so_sánh_với,7
mạnh_mẽ_nhất_trong_dòng_M,3
một_bước_tiến_so_với,6
quá_thấp_so_với,7
chiếm_nhiều_không_gian_lưu_trữ_hơn,7
nâng_cao_chi_tiết_ở_những_vùng_tối_hơn,6
rộng_hơn_khá_nhiều,6
khủng_nhất_trên_thị_trường_hiện_nay,3
cùng_một,2
yếu_đuối_hơn,7
chậm_hơn,7
yếu_hơn,7
chẳng_có_máy_nào_so_sánh_được,3
mượt_mà_hơn,6
đẳng_cấp_hơn,6
thấp_hơn_một_bậc,7
rẻ_hơn_một_chút,6
không_ai_vượt_nổi,3
đẹp_hơn,6
mạnh_mẽ_hơn,6
hiển_thị_yếu_hơn,7
mạnh_mẽ_hơn_một_chút,6
độ_phân_giải_thấp_hơn,7
chi_tiết_nhiều_hơn,6
đắt_nhất_của_Samsung,4
không_smartphone_kiểu_dáng_thanh_nào_ngày_nay_có_thể_làm_được,7
không_còn_như_xưa,1
không_đều,1
tốt_nhất_của_Samsung,3
không_còn_sâu_như,6
hơi_yếu_thế_so_với,7
một_chút_nâng_cấp_nhẹ_so_với,6
thông_số_giống_như,2
khá_giống,2
được_cải_thiện_khá_nhiều,6
không_phải_cấu_hình_khủng_nhất_năm_nay,7
không_phải_top_đầu,7
kém_iPhone_11_Pro_một_tẹo,7
Tốt_hơn_dự_đoán_rất_nhiều,6
tương_đương_với,2
không_có_khả_năng_sạc_nhanh_vượt_trội_như,1
tốt_nhất,3
cũng_xuất_hiện,2
chất_lượng_gần_giống,2
đều,2
không_tốt_bằng,7
nông_hơn_trong_một_số_bức_ảnh,8
đều_được_tích_hợp,2
gần_giống,2
ưu_điểm_lớn_so_với,6
chiến_thắng_hoàn_toàn,6
đẹp_hơn_nhiều,6
nhiều_nâng_cấp_và_cải_tiến_hơn_rất_nhiều,6
"bền_bỉ_,_chắc_chắn_hơn",6
nhô_lên_hơi_cao_so_với,8
cứng_cáp_hơn_rất_nhiều,6
tăng_kích_thước_lên_rộng_hơn,6
nhiều_không_gian_hiển_thị_hơn,6
mạnh_mẽ_và_tốt_nhất_hiện_tại_của_Qualcomm,3
được_tăng_kích_thước,6
chắc_chắn_hơn,6
thay_đổi,1
mạnh_mẽ_nhất_thế_giới_hiện_nay,3
chưa_có_nhiều_khác_biệt,2
rất_thấp_khi_so_với,7
"tương_đối_thấp_,_ít_nhất_là_khi_so_sánh_với",7
nhỏ_gọn_hơn_một_chút,6
dày_và_nặng_hơn,7
khá_tương_đồng_nhau,2
mạnh_hơn_một_chút,6
không_chênh_lệch_nhau_nhiều,2
linh_hoạt_hơn,6
mạnh_nhất_trên_thị_trường_smartphone_hiện_nay,3
sang_trọng_và_vuông_vắn_hơn,6
đều_được_hoàn_thiện_từ,2
điểm_khác_biệt_lớn_nhất,1
"sang_trọng_,_mạnh_mẽ_và_hợp_xu_hướng_hơn",6
không_có_quá_nhiều_khác_biệt,2
cao_cấp_nhất_của_hãng,6
không_có_gì_khác_biệt,2
mạnh_mẽ_nhất,3
khủng_nhất_nhì_trên_thị_trường_hiện_nay,3
kém_cạnh_hơn_một_chút,7
cải_tiến_vượt_trội,6
rất_khác_nhau,1
là_vua,3
giành_ưu_thế,6
chiếm_ưu_thế,6
đều_cung_cấp,2
đều_chạy,2
khác_biệt_đáng_kể,1
cao_nhất,3
tốt_nhất_cho_đến_nay,3
được_trang_bị_các_loại_chipset_và_hệ_điều_hành_mới_nhất_hiện_nay,2
lớn_hơn_về_mặt_vật_lý,6
đều_tạo_ra,2
có_phần_nhỉnh_hơn_xíu,6
rõ_hơn,6
nhiều_sự_khác_biệt_hơn_thế,1
chi_tiết_và_đẹp_hơn,6
hoạt_động_giống_như,2
làm_tốt_hơn,6
nghiêng_về_lợi_thế,6
thoải_mái_hơn,6
"sang_trọng_,_tinh_tế_không_khác_gì",2
tốt_nhất_của_hãng_từ_trước_đến_nay,3
thực_sự_khá_giống,2
chênh_lệch_rõ_ràng,1
ít_gây_lóa_ống_kính_hơn,6
cải_tiến_hơn,6
dài_hơn,6
chuyên_nghiệp_hơn,6
toàn_diện_nhất_nửa_đầu_năm_2023,3
tiệm_cận,2
nhỉnh_hơn_một,6
tối_hơn_một_chút,7
lột_xác_hoàn_toàn,1
không_bị_ngả_sang_tone_vàng_như,1
tốt_hơn_thấy_rõ,6
tương_đồng,2
màu_sắc_rất_tương_đồng,2
không_bị_gai_góc_như,6
không_bị_bệt_hay_mất_chi_tiết_như,1
khó_dán_cường_lực_và_phụ_kiện_hơn,7
cao_hơn_tới_10%,6
tốt_hơn_rất_nhiều,6
"ổn_định_,_lâu_dài_cùng_thương_hiệu_tốt_hơn",6
gần_như_là_giống_hệt,2
nhỉnh_hơn_đôi_chút,8
chất_lượng_hơn,6
Không_sở_hữu_sự_tương_đồng,1
đều_rất_tương_xứng,2
Điểm_khác_biệt_lớn_nhất,1
tuyệt_vời_hơn,6
cho_nhiều_ánh_sáng_vào_hơn,6
giàu_chi_tiết_và_ánh_sáng_hơn,6
đều_bắt_được_chi_tiết_rất_tốt,2
tốt_hơn_ở_khu_vực_đèn_sáng_mạnh,6
tỏ_ra_thua_thiệt,7
không_được_xử_lý_như,1
ấm_áp_hơn,6
tươi_sáng_nhiều_hơn,6
tốt_nhất_trên_thị_trường_hiện_nay,3
hấp_dẫn_hơn,6
mỏng_và_nhẹ_hơn,6
chất_liệu_thép_không_gỉ_cao_cấp_hơn,6
kém_thẩm_mỹ_hơn,7
chất_lượng_hiển_thị_nhỉnh_hơn_một_chút,6
mạnh_hơn,6
kém_hơn_một_chút,7
là_nhà_vô_địch,3
khó_có_chiếc_điện_thoại_nào_có_thể_đọ_được,7
Hiếm_có_chiếc_smartphone_nào_đạt_được_tiêu_chuẩn_“_tràn_viền_”,7
không_hề_có_một_chiếc_tai_thỏ_nào,1
top_đầu,3
được_đánh_giá_cao_nhất_về_chất_lượng,3
được_đánh_giá_cao_nhất,3
cũng_sở_hữu,2
không_còn_là_cấu_hình_mạnh_mẽ_nhất_trong_thế_giới_smartphone_nữa,5
tốt_nhất_của_gã_khổng_lồ_xứ_Kim_Chi,3
ngang_hàng,2
ít_hơn,6
cải_thiện_70%,6
số_1_thế_giới_Android,3
đứng_TOP_đầu_thế_giới,3
mạnh_nhất_2021,3
“_truyền_thống_”_hơn,8
hơn_1_/_2,7
bằng_2_/_3,6
xếp_ngang_hàng,2
khó_tìm_thấy_một_thiết_bị_di_động_có_khả_năng_hoạt_động_tốt_hơn,6
thừa_hưởng,2
mạnh_mẽ_vượt_trội_hơn_rất_nhiều,6
Khác,1
đều_cực_kì_sang_trọng,2
được_cải_tiến_vượt_trội,6
sắc_nét_và_nhiều_chi_tiết_hơn_4_lần,6
vượt_mặt,6
không_nhanh_như,7
nhanh_hơn_nhiều,6
không_cao_như,7
“_nhạt_nhòa_”_hơn,7
mới_nhất_của_năm_nay,3
hơi_đuối_ở_tầm_giá_rẻ_này,7
không_nhanh_và_mạnh_như,7
không_thể_sánh_bằng,7
không_thể_làm_tốt_việc_tách_biệt_chủ_thể_như,7
không_quá_lớn_để_so_sánh_với,7
hơi_đuối_hơn_một_chút,7
nhỏ_hơn_một_chút,7
rẻ_hơn_khá_nhiều,6
khá_giống_nhau,2
trông_giống_như,2
ấn_tượng_hơn,6
đều_mang_đến_những_bức_ảnh_hấp_dẫn_người_chụp,2
thông_số_cao_hơn,6
không_có_quá_nhiều_chênh_lệch,2
Không_có_nhiều_sự_khác_biệt,2
mới_nhất_của_ông_lớn_đến_từ_Hàn_Quốc_này,3
dễ_dàng_đánh_bại,6
tốt_nhất_ở_thời_điểm_hiện_tại,3
phần_nào_được_hưởng_lợi_về_hiệu_năng_của_chip_hơn,6
không_quá_chênh_lệch,2
phần_thắng_nhỉnh_về,6
cải_thiện_và_tăng_thêm,6
bền_hơn_rất_nhiều,6
vẫn_sẽ_sở_hữu,2
cũng_sẽ_sở_hữu,2
nhiều_cải_tiến,6
nổi_bật_chủ_thể_trong_các_bức_ảnh_chụp_chân_dung_hơn,6
vượt_xa,6
khá_giống,2
là_phiên_bản_nâng_cấp,6
là_phiên_bản_nâng_cấp_của,6
đều_đồng_trọng_lượng,2
giống_nhau,2
chất_lượng_nhỉnh_hơn,6
đều_sở_hữ,2
ngang_tài_ngang_sức,2
Điểm_khác_biệt,1
đều_giúp_bạn,2
đỉnh_cao_nhất_thế_giới_smartphone_hiện_tại,3
"hài_hoà_,_dễ_chịu_hơn",6
gần_như_tương_đồng,2
đều_cho_chất_lượng_tốt,2
đều_hỗ_trợ_quay_video_với_độ_phân_giải_4K_và_chống_rung_OIS,2
thua_kém_khá_nhiều,7
đều_được_tích_hợp,2
cùng_sở_hữu,2
yếu_thế_hơn,7
thua_thiệt,7
mang_lại_thời_lượng_sử_dụng_pin_rất_tốt_nếu_so_sánh_với,6
cao_cấp_nhất,3
ít_cong_hơn,8
cũng_có,2
đều_rất_sắc_nét,2
đều_mang_lại,2
phù_hợp_hơn,6
đều_được_hỗ_trợ,2
đều,2
tốt_nhất_thế_giới_Android_hiện_nay,3
sáng_nhất_trên_bất_kỳ_điện_thoại_thông_minh_nào.Trong,3
điều_chỉnh_hơn_nữa,8
khéo_léo_hơn,6
nhanh_gấp_đôi,6
không_có_nhiều_thay_đổi,2
cao_cấp_nhất_của_thế_giới_Android_hiện_nay,3
được_kế_thừa,2
Giống_với,2
"sống_động_,_chân_thực_hơn",6
đẹp_và_ấn_tượng_nhất_trong_bộ_ba_điện_thoại_này,3
không_đẹp_và_đối_xứng_như,2
kém_hiện_đại_hơn,7
rộng_hơn_một_chút,6
đều_chạy_trên_hệ_điều_hành_Android_11,2
linh_hoạt_nhất,3
nổi_bật,6
đáng_mua_hơn,6
đều_là_những_điện_thoại_tốt_nhất_hiện_nay,2
đều_sở_hữu,2
có_sự_chênh_lệch_khá_lớn,1
mạnh_mẽ_tương_tự,2
